Segment #,SegInt,Habitat,Shoreline Characterization,#segments from nearest aquaculuture,Date (MM/DD/YYYY),Julian Day,Year,Census #,Time (24 hr. clock),"Tide (R, H, F, L)",ObservationOccuredDuring4hrTendingWindow(1-0),Total # Shorebirds in Flock,Total REKN in segment,REKN Occupancy,REKN Flock EDGE Location,REKN Flock EDGE Distance to RACKS,REKN Flock EDGE Distance to TENDING,Total RUTU in segment,RUTU Occupancy,RUTU Flock EDGE Location,RUTU Flock EDGE Distance to RACKS,RUTU Flock EDGE Distance to TENDING,Total SESA in segment,SESA Occupancy,SESA Flock EDGE Location,SESA Flock EDGE Distance to RACKS,SESA Flock EDGE Distance to TENDING,Total SAND in segment,SAND Occupancy,SAND Flock EDGE Location,SAND Flock EDGE Distance to RACKS,SAND Flock EDGE Distance to TENDING,Total DUNL in segment,DUNL Occupancy,Flock EDGE Location,DUNL Flock EDGE Distance to RACKS,DUNL Flock EDGE Distance to TENDING,#Gulls,#LAGU,#HERG,# GBBG,# RBGU,# LBBG,nearest rack tended? (1-0),#Planes,,
071-072,71,Tidal Flats,Woodland,1,5/10/2017,17130,2017,2,14:12,F,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
072-073,72,Tidal Flats,Bulkhead,2,5/10/2017,17130,2017,2,14:16,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
073-075,73,Tidal Flats,Woodland,3,5/10/2017,17130,2017,2,14:20,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,19,18,1,0,0,0,1,0,,
075-076,75,Tidal Flats,Bulkhead,4,5/10/2017,17130,2017,2,14:20,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
076-077,76,Tidal Flats,Bulkhead,5,5/10/2017,17130,2017,2,14:20,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
077-078,77,Tidal Flats,Dune,6,5/10/2017,17130,2017,2,14:22,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
078-079,78,Tidal Flats,Bulkhead,7,5/10/2017,17130,2017,2,14:22,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
079-080,79,Tidal Flats,Dune,8,5/10/2017,17130,2017,2,14:23,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
080-081,80,Tidal Flats,Dune,9,5/10/2017,17130,2017,2,14:23,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
081-082,81,Tidal Flats,Dune,10,5/10/2017,17130,2017,2,14:24,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
082-083,82,Tidal Flats,Dune,11,5/10/2017,17130,2017,2,14:24,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
083-084,83,Tidal Flats,Dune,11,5/10/2017,17130,2017,2,14:25,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
084-085,84,Tidal Flats,Bulkhead,10,5/10/2017,17130,2017,2,14:27,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
085-086,85,Tidal Flats,Bulkhead,9,5/10/2017,17130,2017,2,14:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,1,0,,
086-087,86,Tidal Flats,Bulkhead,8,5/10/2017,17130,2017,2,14:45,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
087-088,87,Tidal Flats,Dune,7,5/10/2017,17130,2017,2,14:46,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,1,1,,
088-089,88,Tidal Flats,Dune,6,5/10/2017,17130,2017,2,14:46,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
089-090,89,Tidal Flats,Dune,5,5/10/2017,17130,2017,2,14:48,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
090-091,90,Tidal Flats,Dune,4,5/10/2017,17130,2017,2,14:50,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
091-092,91,Tidal Flats,Dune,3,5/10/2017,17130,2017,2,14:52,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
092-093,92,Tidal Flats,Dune,2,5/10/2017,17130,2017,2,14:54,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
093-094,93,Tidal Flats,Dune,1,5/10/2017,17130,2017,2,14:55,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
094-095,94,Aquaculture,Dune,0,5/10/2017,17130,2017,2,14:57,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
095-096,95,Aquaculture,Dune,0,5/10/2017,17130,2017,2,14:59,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,6,2,0,0,0,1,0,,
096-097,96,Aquaculture,Dune,0,5/10/2017,17130,2017,2,15:00,L,1,1,0,0,~,~,~,1,1,W,0,1,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,11,8,1,2,0,0,1,0,,
097-098,97,Aquaculture,Bulkhead,0,5/10/2017,17130,2017,2,15:03,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
098-099,98,Aquaculture,Bulkhead,0,5/10/2017,17130,2017,2,15:05,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,2,1,0,0,0,1,0,,
099-100,99,Aquaculture,Bulkhead,0,5/10/2017,17130,2017,2,15:06,L,1,2,0,0,~,~,~,2,1,F,5,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,3,1,0,0,0,1,0,,
100-101,100,Aquaculture,Bulkhead,0,5/10/2017,17130,2017,2,15:07,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
101-102,101,Tidal Flats,Bulkhead,1,5/10/2017,17130,2017,2,15:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,1,0,,
N11-N10,-11,Creek,Dune,48,5/10/2017,17130,2017,3,16:27,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,21,20,1,0,0,0,0,0,,
N10-N09,-10,Creek,Dune,47,5/10/2017,17130,2017,3,16:27,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,11,10,1,0,0,0,0,0,,
N09-N08,-9,Creek,Dune,46,5/10/2017,17130,2017,3,16:26,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,22,22,0,0,0,0,0,0,,
N08-N07,-8,Creek,Dune,45,5/10/2017,17130,2017,3,16:25,L,1,1,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,16,16,0,0,0,0,0,0,,
N07-N06,-7,Creek,Dune,44,5/10/2017,17130,2017,3,16:24,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,0,0,,
N06-N05,-6,Tidal Flats,Dune,43,5/10/2017,17130,2017,3,16:22,L,1,390,65,1,#,+,~,85,1,#,+,~,0,0,~,~,~,145,1,#,+,~,38,1,#,+,~,46,45,1,0,0,0,0,0,,
N05-N04,-5,Tidal Flats,Dune,42,5/10/2017,17130,2017,3,16:13,L,1,390,1,1,#,+,~,6,1,#,+,~,0,0,~,~,~,45,1,#,+,~,6,1,#,+,~,10,10,0,0,0,0,0,0,,
N04-N03,-4,Tidal Flats,Creek,41,5/10/2017,17130,2017,3,16:10,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
N03-N02,-3,Creek,Dune,40,5/10/2017,17130,2017,3,16:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
N02-N01,-2,Tidal Flats,Dune,39,5/10/2017,17130,2017,3,16:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
N01-000,-1,Tidal Flats,Dune,38,5/10/2017,17130,2017,3,16:02,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
000-001,0,Tidal Flats,Dune,37,5/10/2017,17130,2017,3,15:59,L,1,5,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
001-002,1,Tidal Flats,Dune,36,5/10/2017,17130,2017,3,15:56,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
002-003,2,Tidal Flats,Dune,35,5/10/2017,17130,2017,3,15:54,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
003-004,3,Tidal Flats,Dune,34,5/10/2017,17130,2017,3,15:53,L,1,1,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
004-005,4,Tidal Flats,Dune,33,5/10/2017,17130,2017,3,15:53,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
005-006,5,Tidal Flats,Dune,32,5/10/2017,17130,2017,3,15:52,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
006-007,6,Tidal Flats,Dune,31,5/10/2017,17130,2017,3,15:52,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
007-008,7,Tidal Flats,Dune,30,5/10/2017,17130,2017,3,15:50,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,0,3,0,0,0,0,0,,
008-009,8,Tidal Flats,Dune,29,5/10/2017,17130,2017,3,15:48,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
009-010,9,Tidal Flats,Dune,28,5/10/2017,17130,2017,3,15:46,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
010-011,10,Tidal Flats,Dune,27,5/10/2017,17130,2017,3,15:37,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,1,1,0,0,0,0,0,,
011-012,11,Tidal Flats,Dune,26,5/10/2017,17130,2017,3,15:36,L,1,1,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
012-013,12,Tidal Flats,Dune,25,5/10/2017,17130,2017,3,15:36,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
013-014,13,Tidal Flats,Dune,24,5/10/2017,17130,2017,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
014-015,14,Tidal Flats,Dune,23,5/10/2017,17130,2017,3,15:31,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
015-016,15,Tidal Flats,Dune,22,5/10/2017,17130,2017,3,15:30,L,1,1,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
016-017,16,Tidal Flats,Dune,21,5/10/2017,17130,2017,3,15:25,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
017-018,17,Tidal Flats,Dune,20,5/10/2017,17130,2017,3,15:23,L,1,2,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,0,0,,
018-019,18,Tidal Flats,Dune,19,5/10/2017,17130,2017,3,15:21,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
019-020,19,Tidal Flats,Creek,18,5/10/2017,17130,2017,3,15:20,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
020-021,20,Creek,Creek,17,5/10/2017,17130,2017,3,15:20,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,3,1,0,0,0,0,0,,
021-022,21,Creek,Creek,16,5/10/2017,17130,2017,3,15:16,L,1,6,0,0,~,~,~,6,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,65,65,0,0,0,0,0,0,,
022-023,22,Creek,Dune,15,5/10/2017,17130,2017,3,15:15,L,1,17,0,0,~,~,~,16,1,#,+,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,20,19,1,0,0,0,0,0,,
023-024,23,Creek,Dune,14,5/10/2017,17130,2017,3,15:13,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
024-025,24,Creek,Dune,13,5/10/2017,17130,2017,3,15:12,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,12,12,0,0,0,0,0,0,,
025-026,25,Creek,Dune,12,5/10/2017,17130,2017,3,15:11,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
026-027,26,Tidal Flats,Dune,11,5/10/2017,17130,2017,3,15:10,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,0,0,,
027-028,27,Tidal Flats,Dune,10,5/10/2017,17130,2017,3,15:09,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
028-029,28,Tidal Flats,Dune,9,5/10/2017,17130,2017,3,15:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,12,12,0,0,0,0,0,0,,
029-030,29,Tidal Flats,Dune,8,5/10/2017,17130,2017,3,15:07,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
030-031,30,Tidal Flats,Dune,7,5/10/2017,17130,2017,3,15:40,L,1,2,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,5,1,0,0,0,0,0,,
031-032,31,Tidal Flats,Dune,6,5/10/2017,17130,2017,3,15:41,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,9,8,1,0,0,0,0,0,,
032-033,32,Tidal Flats,Dune,5,5/10/2017,17130,2017,3,15:46,L,1,1,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
033-034,33,Tidal Flats,Dune,4,5/10/2017,17130,2017,3,15:48,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
034-035,34,Tidal Flats,Phragmites,3,5/10/2017,17130,2017,3,15:49,L,1,2,0,0,~,~,~,1,1,S,3,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
035-036,35,Tidal Flats,Phragmites,2,5/10/2017,17130,2017,3,15:52,L,1,8,0,0,~,~,~,1,1,S,2,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,5,2,1,2,0,0,0,0,,
036-037,36,Tidal Flats,Phragmites,1,5/10/2017,17130,2017,3,15:54,L,1,8,0,0,~,~,~,7,1,S,2,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,2,1,0,0,0,0,0,,
037-038,37,Aquaculture,Phragmites,0,5/10/2017,17130,2017,3,15:55,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,5,3,0,0,0,0,0,,
038-039,38,Aquaculture,Phragmites,0,5/10/2017,17130,2017,3,15:57,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,9,8,1,0,0,0,0,0,,
039-040,39,Aquaculture,Phragmites,0,5/10/2017,17130,2017,3,15:59,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
040-041,40,Tidal Flats,Marsh,1,5/10/2017,17130,2017,3,16:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,9,9,0,0,0,0,0,0,,
041-042,41,Tidal Flats,Marsh,2,5/10/2017,17130,2017,3,16:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
042-043,42,Tidal Flats,Bulkhead,3,5/10/2017,17130,2017,3,16:01,L,1,4,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
043-044,43,Tidal Flats,Bulkhead,4,5/10/2017,17130,2017,3,16:02,L,1,4,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
044-045,44,Tidal Flats,Bulkhead,5,5/10/2017,17130,2017,3,16:07,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
045-046,45,Tidal Flats,Bulkhead,6,5/10/2017,17130,2017,3,16:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
046-047,46,Tidal Flats,Bulkhead,7,5/10/2017,17130,2017,3,16:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,11,10,1,0,0,0,0,0,,
047-048,47,Tidal Flats,Bulkhead,8,5/10/2017,17130,2017,3,16:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
048-049,48,Tidal Flats,Bulkhead,9,5/10/2017,17130,2017,3,16:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
049-050,49,Tidal Flats,Dune,10,5/10/2017,17130,2017,3,16:09,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
050-051,50,Tidal Flats,Bulkhead,11,5/10/2017,17130,2017,3,16:10,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
051-052,51,Tidal Flats,Bulkhead,12,5/10/2017,17130,2017,3,16:10,L,1,41,0,0,~,~,~,16,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
052-053,52,Tidal Flats,Bulkhead,13,5/10/2017,17130,2017,3,16:11,L,1,41,0,0,~,~,~,25,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
053-054,53,Tidal Flats,Bulkhead,14,5/10/2017,17130,2017,3,16:12,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
054-055,54,Tidal Flats,Bulkhead,15,5/10/2017,17130,2017,3,16:13,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
055-056,55,Tidal Flats,Bulkhead,14,5/10/2017,17130,2017,3,16:14,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,1,,
056-057,56,Tidal Flats,Bulkhead,13,5/10/2017,17130,2017,3,16:15,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
057-058,57,Tidal Flats,Bulkhead,12,5/10/2017,17130,2017,3,16:15,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
058-059,58,Tidal Flats,Bulkhead,11,5/10/2017,17130,2017,3,16:16,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
059-060,59,Tidal Flats,Bulkhead,10,5/10/2017,17130,2017,3,16:16,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
060-061,60,Tidal Flats,Bulkhead,9,5/10/2017,17130,2017,3,16:25,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,1,0,,
061-062,61,Tidal Flats,Dune,8,5/10/2017,17130,2017,3,16:26,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
062-063,62,Tidal Flats,Dune,7,5/10/2017,17130,2017,3,16:27,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,1,0,,
063-064,63,Tidal Flats,Dune,6,5/10/2017,17130,2017,3,16:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,1,0,,
064-065,64,Tidal Flats,Dune,5,5/10/2017,17130,2017,3,16:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,1,0,,
065-066,65,Tidal Flats,Dune,4,5/10/2017,17130,2017,3,16:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
066-067,66,Tidal Flats,Dune,3,5/10/2017,17130,2017,3,16:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
067-068,67,Tidal Flats,Dune,2,5/10/2017,17130,2017,3,16:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
068-069,68,Tidal Flats,Dune,1,5/10/2017,17130,2017,3,16:31,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,1,0,,
069-070,69,Aquaculture,Woodland,0,5/10/2017,17130,2017,3,16:31,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
070-071,70,Aquaculture,Woodland,0,5/10/2017,17130,2017,3,16:44,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
071-072,71,Tidal Flats,Woodland,1,5/10/2017,17130,2017,3,16:47,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,1,0,,
072-073,72,Tidal Flats,Bulkhead,2,5/10/2017,17130,2017,3,16:48,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
073-075,73,Tidal Flats,Woodland,3,5/10/2017,17130,2017,3,16:48,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
075-076,75,Tidal Flats,Bulkhead,4,5/10/2017,17130,2017,3,16:49,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
076-077,76,Tidal Flats,Bulkhead,5,5/10/2017,17130,2017,3,16:49,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
077-078,77,Tidal Flats,Dune,6,5/10/2017,17130,2017,3,16:49,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
